Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,37.751999,39.903999,36.549999,39.388000,39.388000,26488000
2016-02-02,38.484001,38.624001,36.046001,36.556000,36.556000,28868000
2016-02-03,36.717999,36.787998,34.035999,34.695999,34.695999,39657000
2016-02-04,34.139999,35.195999,33.397999,35.066002,35.066002,21927000
2016-02-05,34.259998,34.599998,31.548000,32.520000,32.520000,47188000
2016-02-08,31.420000,31.430000,29.200001,29.598000,29.598000,46565000
2016-02-09,28.464001,31.958000,28.209999,29.650000,29.650000,43258000
2016-02-10,30.100000,30.993999,28.348000,28.733999,28.733999,52032500
2016-02-11,30.400000,32.652000,29.400000,30.094000,30.094000,71262000
2016-02-12,31.000000,31.402000,28.740000,30.208000,30.208000,36179000
2016-02-16,31.740000,32.590000,30.822001,31.034000,31.034000,27969000
2016-02-17,31.799999,33.868000,31.336000,33.736000,33.736000,29126000
2016-02-18,34.484001,34.590000,32.953999,33.354000,33.354000,19438000
2016-02-19,32.731998,33.498001,32.500000,33.316002,33.316002,14797000
2016-02-22,34.023998,35.782001,33.970001,35.548000,35.548000,25300500
2016-02-23,35.231998,36.346001,34.736000,35.442001,35.442001,29922000
2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000
2016-02-25,35.730000,37.703999,35.040001,37.486000,37.486000,28753500
2016-02-26,37.740002,38.400002,37.000000,38.068001,38.068001,30325500
2016-02-29,38.480000,39.270000,37.844002,38.386002,38.386002,22495000
2016-03-01,38.849998,39.189999,36.540001,37.270000,37.270000,33561000
2016-03-02,36.745998,37.703999,36.299999,37.667999,37.667999,24312000
2016-03-03,37.655998,39.484001,36.844002,39.147999,39.147999,24145000
2016-03-04,39.599998,40.806000,39.500000,40.208000,40.208000,32445500
2016-03-07,39.535999,41.939999,39.480000,41.057999,41.057999,26647000
2016-03-08,40.700001,41.500000,40.439999,40.520000,40.520000,20893500
2016-03-09,40.903999,41.874001,40.557999,41.743999,41.743999,16043000
2016-03-10,42.000000,42.658001,40.133999,41.035999,41.035999,25962500
2016-03-11,41.585999,41.883999,41.066002,41.500000,41.500000,16715500
2016-03-14,42.529999,43.344002,42.127998,43.029999,43.029999,20328500
2016-03-15,42.854000,43.793999,42.299999,43.667999,43.667999,15902500
2016-03-16,43.599998,44.515999,43.403999,44.386002,44.386002,17583500
2016-03-17,44.293999,45.700001,44.000000,45.276001,45.276001,18914500
2016-03-18,45.820000,46.896000,45.612000,46.548000,46.548000,23559000
2016-03-21,47.068001,47.976002,47.000000,47.664001,47.664001,26539000
2016-03-22,47.442001,47.798000,46.512001,46.848000,46.848000,21580000
2016-03-23,46.473999,46.945999,44.405998,44.515999,44.515999,24744000
2016-03-24,43.155998,45.778000,43.000000,45.549999,45.549999,24804500
2016-03-28,46.321999,46.962002,45.000000,46.051998,46.051998,19628500
2016-03-29,45.978001,46.476002,45.066002,46.026001,46.026001,20071500
2016-03-30,47.018002,47.099998,45.299999,45.377998,45.377998,20165000
2016-03-31,45.868000,47.484001,45.001999,45.953999,45.953999,40064500
2016-04-01,48.966000,49.580002,46.650002,47.518002,47.518002,79987500
2016-04-04,49.824001,50.424000,48.728001,49.397999,49.397999,67376500
2016-04-05,48.099998,51.312000,48.000000,51.094002,51.094002,49743500
2016-04-06,50.793999,53.548000,50.689999,53.084000,53.084000,58527500
2016-04-07,53.290001,53.868000,50.902000,51.439999,51.439999,44281000
2016-04-08,52.099998,52.164001,49.604000,50.014000,50.014000,36819500
2016-04-11,50.200001,51.798000,49.060001,49.984001,49.984001,45808500
2016-04-12,49.900002,50.360001,48.726002,49.563999,49.563999,28816000
2016-04-13,49.702000,51.099998,49.466000,50.905998,50.905998,24628000
2016-04-14,50.599998,51.368000,50.209999,50.372002,50.372002,20661000
2016-04-15,50.262001,50.919998,49.824001,50.902000,50.902000,18762000
2016-04-18,50.445999,51.661999,50.332001,50.776001,50.776001,21357000
2016-04-19,50.624001,50.874001,48.250000,49.473999,49.473999,31787500
2016-04-20,49.251999,50.731998,48.299999,49.993999,49.993999,25970500
2016-04-21,49.798000,50.180000,49.382000,49.658001,49.658001,13915500
2016-04-22,49.778000,50.799999,49.141998,50.750000,50.750000,18931500
2016-04-25,50.602001,51.476002,50.152000,50.363998,50.363998,18351500
2016-04-26,50.410000,51.146000,49.877998,50.748001,50.748001,16119000
2016-04-27,50.549999,51.000000,49.880001,50.293999,50.293999,16029000
2016-04-28,49.970001,50.686001,49.487999,49.542000,49.542000,12595000
2016-04-29,49.627998,49.686001,47.562000,48.152000,48.152000,27069000
2016-05-02,48.299999,48.638000,46.964001,48.360001,48.360001,19219500
2016-05-03,47.472000,47.782001,46.324001,46.464001,46.464001,21511000
2016-05-04,46.057999,46.891998,44.080002,44.512001,44.512001,43502500
2016-05-05,45.692001,45.728001,41.958000,42.306000,42.306000,56274000
2016-05-06,42.174000,43.273998,41.622002,42.986000,42.986000,28426000
2016-05-09,43.144001,43.230000,41.360001,41.784000,41.784000,23882000
2016-05-10,41.509998,41.894001,41.000000,41.737999,41.737999,20353000
2016-05-11,41.518002,43.096001,41.209999,41.792000,41.792000,25809500
2016-05-12,42.287998,42.334000,40.731998,41.456001,41.456001,18252500
2016-05-13,41.556000,42.240002,41.340000,41.521999,41.521999,14114000
2016-05-16,41.630001,42.630001,41.584000,41.658001,41.658001,14747000
2016-05-17,41.810001,41.964001,40.804001,40.931999,40.931999,14218000
2016-05-18,41.830002,43.062000,41.549999,42.234001,42.234001,28087500
2016-05-19,42.723999,43.358002,41.459999,43.042000,43.042000,34331500
2016-05-20,43.397999,44.110001,43.270000,44.056000,44.056000,45035500
2016-05-23,43.973999,44.520000,43.172001,43.243999,43.243999,25512500
2016-05-24,43.320000,43.748001,43.035999,43.582001,43.582001,15069000
2016-05-25,43.582001,44.271999,43.301998,43.916000,43.916000,15634000
2016-05-26,44.099998,45.051998,43.810001,45.023998,45.023998,20362000
2016-05-27,44.998001,45.186001,44.150002,44.608002,44.608002,18251500
2016-05-31,44.608002,44.950001,44.299999,44.646000,44.646000,13945000
2016-06-01,44.296001,44.480000,43.377998,43.911999,43.911999,14913500
2016-06-02,43.917999,43.981998,43.422001,43.792000,43.792000,10164000
2016-06-03,44.000000,44.388000,43.602001,43.798000,43.798000,11145000
2016-06-06,43.599998,44.180000,43.090000,44.136002,44.136002,11247500
2016-06-07,44.448002,46.888000,44.304001,46.467999,46.467999,31068000
2016-06-08,46.759998,48.169998,46.521999,47.104000,47.104000,29860000
2016-06-09,46.995998,47.066002,45.411999,45.872002,45.872002,22460500
2016-06-10,45.478001,45.594002,43.683998,43.757999,43.757999,30133000
2016-06-13,43.900002,45.153999,43.532001,43.574001,43.574001,20965000
2016-06-14,43.776001,44.439999,42.506001,42.992001,42.992001,17901000
2016-06-15,43.389999,44.380001,43.026001,43.540001,43.540001,14542500
2016-06-16,43.484001,43.608002,42.700001,43.585999,43.585999,12201500
2016-06-17,43.562000,43.998001,42.900002,43.094002,43.094002,15563000
2016-06-20,43.900002,44.750000,43.646000,43.939999,43.939999,17777500
2016-06-21,44.136002,44.514000,43.762001,43.922001,43.922001,22645000
2016-06-22,39.894001,41.189999,39.150002,39.332001,39.332001,118712000
2016-06-23,39.138000,39.509998,38.425999,39.279999,39.279999,50653500
2016-06-24,38.009998,39.023998,37.945999,38.630001,38.630001,35132500
2016-06-27,38.172001,39.762001,37.574001,39.709999,39.709999,36027000
2016-06-28,40.377998,40.810001,39.882000,40.358002,40.358002,31062000
2016-06-29,41.026001,42.355999,40.599998,42.037998,42.037998,29974500
2016-06-30,42.594002,42.700001,41.804001,42.456001,42.456001,24215500
2016-07-01,41.228001,43.647999,41.200001,43.299999,43.299999,27000000
2016-07-05,41.945999,42.908001,41.599998,42.796001,42.796001,25876500
2016-07-06,42.000000,43.046001,41.799999,42.888000,42.888000,24599500
2016-07-07,42.619999,43.624001,42.602001,43.188000,43.188000,18060000
2016-07-08,43.560001,43.962002,42.900002,43.355999,43.355999,20374000
2016-07-11,43.992001,45.355999,43.902000,44.956001,44.956001,27149000
2016-07-12,44.820000,45.500000,44.644001,44.930000,44.930000,22856500
2016-07-13,45.099998,45.118000,44.057999,44.506001,44.506001,17835500
2016-07-14,44.624001,44.987999,44.209999,44.306000,44.306000,13379000
2016-07-15,44.504002,44.549999,43.928001,44.080002,44.080002,11171000
2016-07-18,43.928001,45.417999,43.660000,45.250000,45.250000,17060500
2016-07-19,45.000000,45.820000,44.950001,45.051998,45.051998,15575500
2016-07-20,45.293999,45.959999,45.000000,45.672001,45.672001,12842500
2016-07-21,45.200001,45.570000,43.820000,44.099998,44.099998,22143500
2016-07-22,44.397999,44.900002,43.776001,44.453999,44.453999,12898500
2016-07-25,44.453999,46.278000,44.273998,46.001999,46.001999,22453500
2016-07-26,45.537998,46.000000,45.060001,45.902000,45.902000,17150000
2016-07-27,45.868000,46.672001,45.383999,45.698002,45.698002,14445000
2016-07-28,45.590000,46.152000,45.320000,46.122002,46.122002,12095500
2016-07-29,46.139999,47.056000,46.048000,46.958000,46.958000,15354000
2016-08-01,47.099998,47.326000,45.875999,46.001999,46.001999,20081500
2016-08-02,45.874001,45.973999,44.279999,45.439999,45.439999,19672000
2016-08-03,45.473999,45.939999,44.841999,45.158001,45.158001,19439000
2016-08-04,45.138000,46.172001,44.410000,46.122002,46.122002,20735000
2016-08-05,46.000000,46.400002,45.480000,46.006001,46.006001,16026000
2016-08-08,45.599998,45.919998,45.217999,45.231998,45.231998,11318000
2016-08-09,45.363998,46.307999,45.330002,45.816002,45.816002,11039000
2016-08-10,45.647999,45.973999,44.924000,45.130001,45.130001,11691500
2016-08-11,45.234001,45.514000,44.681999,44.981998,44.981998,9404500
2016-08-12,45.082001,45.330002,44.807999,45.122002,45.122002,9067500
2016-08-15,45.203999,45.900002,44.986000,45.118000,45.118000,10171500
2016-08-16,45.098000,45.438000,44.681999,44.722000,44.722000,11335500
2016-08-17,44.866001,44.966000,44.560001,44.647999,44.647999,8935500
2016-08-18,44.764000,45.132000,44.458000,44.702000,44.702000,8572500
2016-08-19,44.708000,45.034000,44.506001,45.000000,45.000000,8297500
2016-08-22,44.834000,45.021999,44.535999,44.585999,44.585999,10327500
2016-08-23,44.863998,45.698002,44.560001,44.967999,44.967999,23922000
2016-08-24,45.410000,45.430000,44.444000,44.523998,44.523998,12853500
2016-08-25,44.622002,44.759998,44.153999,44.192001,44.192001,8812500
2016-08-26,44.428001,44.571999,43.764000,43.998001,43.998001,11195000
2016-08-29,44.029999,44.080002,43.000000,43.040001,43.040001,16331500
2016-08-30,43.222000,43.222000,42.104000,42.268002,42.268002,15844500
2016-08-31,42.085999,42.520000,41.730000,42.402000,42.402000,16382500
2016-09-01,41.801998,42.220001,40.099998,40.153999,40.153999,39715500
2016-09-02,40.466000,40.639999,39.240002,39.556000,39.556000,29887000
2016-09-06,39.804001,40.650002,39.799999,40.566002,40.566002,21953000
2016-09-07,41.099998,41.299999,40.141998,40.341999,40.341999,18204500
2016-09-08,39.910000,39.978001,39.271999,39.472000,39.472000,16889500
2016-09-09,39.818001,39.984001,38.740002,38.894001,38.894001,18785000
2016-09-12,39.000000,40.273998,38.820000,39.660000,39.660000,18576000
2016-09-13,39.411999,39.698002,38.689999,39.209999,39.209999,17947000
2016-09-14,39.150002,39.584000,38.972000,39.282001,39.282001,11272500
2016-09-15,39.298000,40.504002,39.279999,40.084000,40.084000,15386000
2016-09-16,40.084000,41.139999,39.799999,41.080002,41.080002,15539000
2016-09-19,41.400002,41.886002,41.000000,41.268002,41.268002,11497500
2016-09-20,41.369999,41.549999,40.782001,40.928001,40.928001,12052500
2016-09-21,41.273998,41.400002,40.312000,41.043999,41.043999,13167500
2016-09-22,41.279999,41.456001,40.599998,41.285999,41.285999,11914500
2016-09-23,41.198002,42.035999,41.133999,41.490002,41.490002,14526000
2016-09-26,41.299999,42.200001,41.299999,41.798000,41.798000,11972000
2016-09-27,41.930000,41.995998,40.922001,41.161999,41.161999,16866000
2016-09-28,41.501999,41.650002,41.051998,41.254002,41.254002,10442000
2016-09-29,41.119999,41.466000,40.116001,40.139999,40.139999,13635000
2016-09-30,40.442001,40.995998,39.910000,40.806000,40.806000,12931500
2016-10-03,42.459999,43.133999,41.650002,42.740002,42.740002,29999500
2016-10-04,42.619999,42.664001,41.764000,42.282001,42.282001,17707500
2016-10-05,42.448002,42.630001,41.624001,41.692001,41.692001,9387500
2016-10-06,40.492001,40.841999,40.042000,40.200001,40.200001,23517000
2016-10-07,40.200001,40.264000,39.160000,39.321999,39.321999,17465000
2016-10-10,40.270000,40.827999,39.931999,40.189999,40.189999,16581500
2016-10-11,40.369999,40.439999,39.661999,40.020000,40.020000,11642000
2016-10-12,40.189999,40.776001,40.084000,40.301998,40.301998,9853500
2016-10-13,40.099998,40.180000,39.410000,40.048000,40.048000,12473000
2016-10-14,40.132000,40.285999,39.259998,39.301998,39.301998,21349500
2016-10-17,39.410000,39.678001,38.400002,38.792000,38.792000,22770500
2016-10-18,39.198002,39.894001,38.652000,39.820000,39.820000,28402500
2016-10-19,39.948002,41.332001,39.612000,40.712002,40.712002,34956000
2016-10-20,40.424000,40.599998,39.410000,39.820000,39.820000,25364500
2016-10-21,39.720001,40.313999,39.481998,40.018002,40.018002,14717000
2016-10-24,40.200001,40.790001,40.049999,40.551998,40.551998,13758000
2016-10-25,40.580002,40.938000,40.240002,40.467999,40.467999,12225000
2016-10-26,40.200001,40.638000,40.020000,40.448002,40.448002,28164000
2016-10-27,42.268002,42.740002,40.330002,40.801998,40.801998,65468500
2016-10-28,40.799999,41.063999,39.966000,39.993999,39.993999,21400500
2016-10-31,40.498001,40.498001,39.161999,39.546001,39.546001,23461500
2016-11-01,39.608002,39.700001,37.622002,38.158001,38.158001,35300000
2016-11-02,38.009998,38.540001,37.501999,37.604000,37.604000,21267000
